what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.team.cvs.core,3.3.100.I20080605,org.eclipse.team.cvs.core,1220624411894
started,bundle,org.eclipse.team.cvs.ui,3.3.100.I20080604,org.eclipse.team.cvs.ui,1220624411941
started,bundle,org.tigris.subversion.clientadapter,1.5.1,org.tigris.subversion.clientadapter,1220624411941
started,bundle,org.tigris.subversion.subclipse.core,1.4.3,org.tigris.subversion.subclipse.core,1220624411941
started,bundle,org.tigris.subversion.subclipse.ui,1.4.3,org.tigris.subversion.subclipse.ui,1220624411956
started,bundle,org.eclipse.cdt.debug.core,5.0.0.200806171202,org.eclipse.cdt.debug.core,1220624412331
started,bundle,org.tigris.subversion.subclipse.mylyn,3.0.0,org.tigris.subversion.subclipse.mylyn,1220624412894
started,bundle,org.eclipse.mylyn.monitor.ui,3.0.0.v20080619-1900,org.eclipse.mylyn.monitor.ui,1220624412956
activated,view,org.eclipse.ui.navigator.resources,3.3.100.I20080606-1300,org.eclipse.ui.navigator.ProjectExplorer,1220624495111
started,bundle,org.eclipse.search,3.4.0.v20080603-2000,org.eclipse.search,1220624495346
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220624504595
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220624513595
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220624516751
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220624516783
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220624516829
started,bundle,org.eclipse.cdt.launch,5.0.0.200806171202,org.eclipse.cdt.launch,1220624517111
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220624529095
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220624530454
started,bundle,org.eclipse.cdt.managedbuilder.ui,5.0.0.200806171202,org.eclipse.cdt.managedbuilder.ui,1220624531720
started,bundle,org.tigris.subversion.clientadapter.javahl,1.5.1.1,org.tigris.subversion.clientadapter.javahl,1220624536095
started,bundle,org.tigris.subversion.clientadapter.svnkit,1.5.1.1,org.tigris.subversion.clientadapter.svnkit,1220624536095
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220624551969
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.properties,1220624552001
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220624554829
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220624556172
