what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1220621366437
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220621367921
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220621371530
activated,view,org.eclipse.ui.navigator.resources,3.3.100.I20080606-1300,org.eclipse.ui.navigator.ProjectExplorer,1220621373265
opened,editor,org.eclipse.cdt.ui,5.0.0.200806171202,org.eclipse.cdt.ui.editor.CEditor,1220621388327
activated,editor,org.eclipse.cdt.ui,5.0.0.200806171202,org.eclipse.cdt.ui.editor.CEditor,1220621389546
started,bundle,org.eclipse.cdt.debug.core,5.0.0.200806171202,org.eclipse.cdt.debug.core,1220621389561
started,bundle,org.eclipse.cdt.debug.ui,5.0.0.200806171202,org.eclipse.cdt.debug.ui,1220621389561
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220621391343
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220621392264
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220621392280
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220621394124
activated,view,org.eclipse.ui.navigator.resources,3.3.100.I20080606-1300,org.eclipse.ui.navigator.ProjectExplorer,1220621399358
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.refresh,1220621406780
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220621407045
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220621408124
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220621411420
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220621412202
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220621412248
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220621420373
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220621420451
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220621424186
started,bundle,org.eclipse.cdt.debug.mi.ui,5.0.0.200806171202,org.eclipse.cdt.debug.mi.ui,1220621424248
started,bundle,org.eclipse.cdt.debug.mi.core,5.0.0.200806171202,org.eclipse.cdt.debug.mi.core,1220621424311
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220621426264
