what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220620360956
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.properties,1220620361050
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220620388815
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220620402393
executed,command,org.eclipse.ltk.ui.refactoring,3.4.0.v20080605-1800,org.eclipse.ltk.ui.refactoring.commands.deleteResources,1220620402393
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.delete,1220620402393
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220620404705
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220620632170
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220620655904
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220620657794
executed,command,org.eclipse.ltk.ui.refactoring,3.4.0.v20080605-1800,org.eclipse.ltk.ui.refactoring.commands.deleteResources,1220620657810
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.delete,1220620657810
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220620658904
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220620659638
executed,command,org.eclipse.ltk.ui.refactoring,3.4.0.v20080605-1800,org.eclipse.ltk.ui.refactoring.commands.deleteResources,1220620659654
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.delete,1220620659654
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220620661357
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220620661372
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220620661419
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220621267439
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220621268157
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220621305376
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220621308360
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220621360999
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220621363718
