what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.make.ui,5.0.0.200806171202,org.eclipse.cdt.make.editor,1220619795404
activated,editor,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.DefaultTextEditor,1220619808951
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220619821263
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220619850435
activated,editor,org.eclipse.cdt.make.ui,5.0.0.200806171202,org.eclipse.cdt.make.editor,1220619851325
closed,editor,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.DefaultTextEditor,1220619851325
activated,editor,org.eclipse.cdt.make.ui,5.0.0.200806171202,org.eclipse.cdt.make.editor,1220619852247
closed,editor,org.eclipse.cdt.make.ui,5.0.0.200806171202,org.eclipse.cdt.make.editor,1220619852247
activated,editor,org.eclipse.cdt.make.ui,5.0.0.200806171202,org.eclipse.cdt.make.editor,1220619853060
closed,editor,org.eclipse.cdt.make.ui,5.0.0.200806171202,org.eclipse.cdt.make.editor,1220619853060
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220619854794
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220619860466
executed,command,org.eclipse.ui.ide,3.4.0.I20080606-1300,org.eclipse.ui.project.properties,1220619860497
activated,view,org.eclipse.ui.navigator.resources,3.3.100.I20080606-1300,org.eclipse.ui.navigator.ProjectExplorer,1220619864559
opened,editor,org.eclipse.cdt.make.ui,5.0.0.200806171202,org.eclipse.cdt.make.editor,1220619866528
activated,editor,org.eclipse.cdt.make.ui,5.0.0.200806171202,org.eclipse.cdt.make.editor,1220619866591
activated,view,org.eclipse.ui.navigator.resources,3.3.100.I20080606-1300,org.eclipse.ui.navigator.ProjectExplorer,1220619893653
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220619895293
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.copy,1220619921871
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.copy,1220619923261
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220619923949
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.properties,1220619923996
activated,editor,org.eclipse.cdt.make.ui,5.0.0.200806171202,org.eclipse.cdt.make.editor,1220619929511
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.paste,1220619931152
activated,editor,org.eclipse.cdt.make.ui,5.0.0.200806171202,org.eclipse.cdt.make.editor,1220619935011
