what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.navigator.resources,3.3.100.I20080606-1300,org.eclipse.ui.navigator.ProjectExplorer,1220620190381
closed,editor,org.eclipse.cdt.make.ui,5.0.0.200806171202,org.eclipse.cdt.make.editor,1220620190397
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220620193053
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.paste,1220620194647
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.copy,1220620201740
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.paste,1220620203959
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220620214771
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.properties,1220620214787
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220620219396
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220620222646
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.properties,1220620222662
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220620232521
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220620246786
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.properties,1220620246818
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1220620253505
activated,view,org.eclipse.ui.navigator.resources,3.3.100.I20080606-1300,org.eclipse.ui.navigator.ProjectExplorer,1220620272692
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220620287723
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220620294489
executed,command,org.eclipse.ui.ide,3.4.0.I20080606-1300,org.eclipse.ui.project.properties,1220620294551
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1220620294629
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220620308567
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220620352159
activated,view,org.eclipse.ui.navigator.resources,3.3.100.I20080606-1300,org.eclipse.ui.navigator.ProjectExplorer,1220620353222
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220620354847
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.paste,1220620358222
