what,kind,bundleId,bundleVersion,description,time
opened,view,org.eclipse.debug.ui,3.4.0.v20080529-1300,org.eclipse.debug.ui.ModuleView,1220623685142
executed,command,org.eclipse.debug.ui,3.4.0.v20080529-1300,org.eclipse.debug.ui.commands.Terminate,1220623692830
closed,editor,org.eclipse.cdt.debug.ui,5.0.0.200806171202,org.eclipse.cdt.debug.ui.SourceNotFoundEditor,1220623693111
closed,view,org.eclipse.debug.ui,3.4.0.v20080529-1300,org.eclipse.debug.ui.MemoryView,1220623695767
closed,view,org.eclipse.debug.ui,3.4.0.v20080529-1300,org.eclipse.debug.ui.RegisterView,1220623695767
closed,view,org.eclipse.debug.ui,3.4.0.v20080529-1300,org.eclipse.debug.ui.ModuleView,1220623695767
activated,perspective,org.eclipse.cdt.ui,5.0.0.200806171202,org.eclipse.cdt.ui.CPerspective,1220623695876
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1220623696048
activated,editor,org.eclipse.cdt.ui,5.0.0.200806171202,org.eclipse.cdt.ui.editor.CEditor,1220623697923
activated,view,org.eclipse.ui.navigator.resources,3.3.100.I20080606-1300,org.eclipse.ui.navigator.ProjectExplorer,1220623705376
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220623717548
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220623744782
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.properties,1220623744876
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220623751360
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220623754313
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220623754391
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220623755719
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220623755813
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220623756563
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220623769156
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220623771875
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220623772766
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220623780594
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220623801796
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220623801937
