what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.goto.lineEnd,1220623561942
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.goto.lineEnd,1220623562832
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.goto.lineEnd,1220623563957
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.goto.lineEnd,1220623567301
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.goto.lineEnd,1220623568785
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1220623569832
executed,command,org.eclipse.ui.ide,3.4.0.I20080606-1300,org.eclipse.ui.project.buildProject,1220623574207
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220623574519
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220623577566
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1220623578254
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220623595972
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220623660143
opened,view,org.eclipse.ui.ide,3.4.0.I20080606-1300,org.eclipse.ui.views.ProblemView,1220623666986
activated,view,org.eclipse.ui.ide,3.4.0.I20080606-1300,org.eclipse.ui.views.ProblemView,1220623667002
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1220623672736
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220623679814
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220623679861
activated,view,org.eclipse.debug.ui,3.4.0.v20080529-1300,org.eclipse.debug.ui.DebugView,1220623679892
opened,editor,org.eclipse.cdt.debug.ui,5.0.0.200806171202,org.eclipse.cdt.debug.ui.SourceNotFoundEditor,1220623679986
closed,editor,org.eclipse.cdt.ui,5.0.0.200806171202,org.eclipse.cdt.ui.editor.CEditor,1220623680033
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220623684892
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220623684970
activated,perspective,org.eclipse.debug.ui,3.4.0.v20080529-1300,org.eclipse.debug.ui.DebugPerspective,1220623685033
opened,view,org.eclipse.debug.ui,3.4.0.v20080529-1300,org.eclipse.debug.ui.MemoryView,1220623685080
opened,view,org.eclipse.debug.ui,3.4.0.v20080529-1300,org.eclipse.debug.ui.RegisterView,1220623685111
