what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.debug.ui,3.4.0.v20080529-1300,org.eclipse.debug.ui.commands.StepOver,1220622605819
executed,command,org.eclipse.debug.ui,3.4.0.v20080529-1300,org.eclipse.debug.ui.commands.StepOver,1220622606772
executed,command,org.eclipse.debug.ui,3.4.0.v20080529-1300,org.eclipse.debug.ui.commands.StepOver,1220622607679
executed,command,org.eclipse.debug.ui,3.4.0.v20080529-1300,org.eclipse.debug.ui.commands.StepOver,1220622609007
executed,command,org.eclipse.debug.ui,3.4.0.v20080529-1300,org.eclipse.debug.ui.commands.StepOver,1220622609663
activated,view,org.eclipse.debug.ui,3.4.0.v20080529-1300,org.eclipse.debug.ui.DebugView,1220622612225
executed,command,org.eclipse.debug.ui,3.4.0.v20080529-1300,org.eclipse.debug.ui.commands.Terminate,1220622612304
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220622613085
closed,view,org.eclipse.debug.ui,3.4.0.v20080529-1300,org.eclipse.debug.ui.MemoryView,1220622613647
closed,view,org.eclipse.debug.ui,3.4.0.v20080529-1300,org.eclipse.debug.ui.RegisterView,1220622613647
closed,view,org.eclipse.debug.ui,3.4.0.v20080529-1300,org.eclipse.debug.ui.ModuleView,1220622613647
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220622653428
activated,perspective,org.eclipse.cdt.ui,5.0.0.200806171202,org.eclipse.cdt.ui.CPerspective,1220622655975
activated,editor,org.eclipse.cdt.ui,5.0.0.200806171202,org.eclipse.cdt.ui.editor.CEditor,1220622658303
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.select.lineStart,1220622673255
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.goto.lineEnd,1220622680130
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.delete,1220622680474
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.select.wordNext,1220622680880
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.delete,1220622681130
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.goto.lineStart,1220622681458
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.select.lineEnd,1220622681693
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.copy,1220622682193
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.paste,1220622684662
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.goto.lineStart,1220622685521
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.goto.lineStart,1220622686240
