what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220619566284
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.properties,1220619566456
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220619574143
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220619574206
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220619574299
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220619613627
opened,editor,org.eclipse.cdt.make.ui,5.0.0.200806171202,org.eclipse.cdt.make.editor,1220619633283
activated,editor,org.eclipse.cdt.make.ui,5.0.0.200806171202,org.eclipse.cdt.make.editor,1220619633470
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.select.lineEnd,1220619652704
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.delete,1220619653001
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.goto.lineStart,1220619653595
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.delete,1220619656063
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1220619657751
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220619660532
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220619661282
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220619661391
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220619663985
executed,command,org.eclipse.ui.ide,3.4.0.I20080606-1300,org.eclipse.ui.project.buildProject,1220619666219
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220619666532
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220619668376
activated,view,org.eclipse.ui.navigator.resources,3.3.100.I20080606-1300,org.eclipse.ui.navigator.ProjectExplorer,1220619676032
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220619678594
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220619687282
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.properties,1220619687328
activated,editor,org.eclipse.cdt.make.ui,5.0.0.200806171202,org.eclipse.cdt.make.editor,1220619692000
