what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.rename,1220620004010
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1220620007932
executed,command,org.eclipse.ui.ide,3.4.0.I20080606-1300,org.eclipse.ui.project.buildAll,1220620010822
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220620011119
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220620012182
activated,view,org.eclipse.ui.navigator.resources,3.3.100.I20080606-1300,org.eclipse.ui.navigator.ProjectExplorer,1220620013853
activated,editor,org.eclipse.cdt.make.ui,5.0.0.200806171202,org.eclipse.cdt.make.editor,1220620019150
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.goto.lineStart,1220620020791
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1220620021994
executed,command,org.eclipse.ui.ide,3.4.0.I20080606-1300,org.eclipse.ui.project.buildProject,1220620024072
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220620024353
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220620025431
activated,view,org.eclipse.ui.navigator.resources,3.3.100.I20080606-1300,org.eclipse.ui.navigator.ProjectExplorer,1220620028572
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220620035775
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220620038431
executed,command,org.eclipse.ltk.ui.refactoring,3.4.0.v20080605-1800,org.eclipse.ltk.ui.refactoring.commands.renameResource,1220620038447
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.rename,1220620038447
executed,command,org.eclipse.ui.ide,3.4.0.I20080606-1300,org.eclipse.ui.project.buildAll,1220620042415
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220620042697
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220620043728
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220620047009
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1220620186631
activated,editor,org.eclipse.cdt.make.ui,5.0.0.200806171202,org.eclipse.cdt.make.editor,1220620189163
activated,editor,org.eclipse.cdt.make.ui,5.0.0.200806171202,org.eclipse.cdt.make.editor,1220620189194
closed,editor,org.eclipse.cdt.make.ui,5.0.0.200806171202,org.eclipse.cdt.make.editor,1220620189194
